t[s],a[g]
17.68,0.05126912849
17.7,0.07535305594
17.72,0.08980391378
17.74,0.1240264654
17.76,0.0937481277
17.78,0.1063571118
17.8,0.08816339394
17.82,0.04250396916
17.84,0.04607541419
17.86,0.02815684414
17.88,0.03846470655
17.9,0.06608683347
17.92,0.0653447741
17.94,0.06481981288
17.96,0.09175975647
17.98,0.08676514293
18.0,0.03519072498
18.02,0.02892207589
18.04,-0.03410305964
18.06,-0.07557505956
18.08,-0.02117006002
18.1,-0.02879263323
18.12,0.002281393771
18.14,0.04427023864
18.16,0.01949515498
18.18,0.0516332685
18.2,0.03697182836
18.22,0.02310649835
18.24,0.03840970142
18.26,0.002112609842
18.28,-0.01850176644
18.3,-0.04646703195
18.32,-0.09771422447
18.34,-0.1294402365
18.36,-0.1111308266
18.38,-0.08061489377
18.4,-0.1134027181
18.42,-0.1243734385
18.44,-0.153501574
18.46,-0.1985482646
18.48,-0.1992264723
18.5,-0.2647476475
18.52,-0.2826593382
18.54,-0.2905305765
18.56,-0.3468297501
18.58,-0.3053031023
18.6,-0.3136057376
18.62,-0.3314633675
18.64,-0.3051849129
18.66,-0.2997989219
18.68,-0.2105270519
18.7,-0.1774121648
18.72,-0.1844411643
18.74,-0.1588759694
18.76,-0.1876143723
18.78,-0.1705099817
18.8,-0.1619809288
18.82,-0.1386575371
18.84,-0.04227430543
18.86,0.001833213568
18.88,0.03464802783
18.9,0.05397378376
18.92,0.07919589909
18.94,0.1138024081
18.96,0.1276861002
18.98,0.1779564435
19.0,0.1944701917
19.02,0.2378740838
19.04,0.2815759443
19.06,0.2250906805
19.08,0.2239771208
19.1,0.2105031275
19.12,0.1948235399
19.14,0.2233192557
19.16,0.2117449919
19.18,0.2241731789
19.2,0.1917460364
19.22,0.1209242257
19.24,0.08123754133
19.26,0.02660303557
19.28,0.007579633206
19.3,-0.01829778195
19.32,-0.02659940564
19.34,-0.03188506443
19.36,-0.06382894719
19.38,-0.06254572208
19.4,-0.08909192604
19.42,-0.0979881983
19.44,-0.1121949945
19.46,-0.1732214961
19.48,-0.1599721145
19.5,-0.1851073945
19.52,-0.234060705
19.54,-0.2516909384
19.56,-0.2813304702
19.58,-0.2301648561
19.6,-0.1891256452
19.62,-0.1416508724
19.64,-0.08158672399
19.66,-0.1017954341
19.68,-0.07867065343
19.7,-0.0873080498
19.72,-0.0796417509
19.74,0.006535759772
19.76,0.05193114895
19.78,0.1370815023
19.8,0.1743503023
19.82,0.1724940523
19.84,0.1706792915
19.86,0.09437441393
19.88,0.0813921767
19.9,0.07528203205
19.92,0.06045452638
19.94,0.1032943115
19.96,0.1396832573
19.98,0.2159462166
